municipality:rel,province:rel,country:rel,age:attr,gender:rel,unemployment,date
Elda,Alicante,Spain,>=45,Masculino,1181,2018-01-01
Elda,Alicante,Spain,<25,Femenino,209,2018-01-01
Elda,Alicante,Spain,25-44,Femenino,1220,2018-01-01
Elda,Alicante,Spain,>=45,Femenino,2235,2018-01-01
Petrer,Alicante,Spain,<25,Masculino,119,2018-01-01
Petrer,Alicante,Spain,25-44,Masculino,466,2018-01-01
Petrer,Alicante,Spain,>=45,Masculino,810,2018-01-01
Petrer,Alicante,Spain,<25,Femenino,113,2018-01-01
Petrer,Alicante,Spain,25-44,Femenino,884,2018-01-01
Petrer,Alicante,Spain,>=45,Femenino,1681,2018-01-01
Santa Pola,Alicante,Spain,<25,Masculino,87,2018-01-01
Santa Pola,Alicante,Spain,25-44,Masculino,484,2018-01-01
Santa Pola,Alicante,Spain,>=45,Masculino,543,2018-01-01
Santa Pola,Alicante,Spain,<25,Femenino,91,2018-01-01
Santa Pola,Alicante,Spain,25-44,Femenino,752,2018-01-01
Santa Pola,Alicante,Spain,>=45,Femenino,807,2018-01-01
Altea,Alicante,Spain,<25,Masculino,57,2019-01-01
Altea,Alicante,Spain,25-44,Masculino,261,2019-01-01
Altea,Alicante,Spain,>=45,Masculino,359,2019-01-01
Altea,Alicante,Spain,<25,Femenino,55,2019-01-01
Altea,Alicante,Spain,25-44,Femenino,369,2019-01-01
Altea,Alicante,Spain,>=45,Femenino,454,2019-01-01
Benidorm,Alicante,Spain,<25,Masculino,225,2019-01-01
Benidorm,Alicante,Spain,25-44,Masculino,1126,2019-01-01
Benidorm,Alicante,Spain,>=45,Masculino,1277,2019-01-01
Benidorm,Alicante,Spain,<25,Femenino,204,2019-01-01
Benidorm,Alicante,Spain,25-44,Femenino,1494,2019-01-01
Benidorm,Alicante,Spain,>=45,Femenino,1816,2019-01-01
Elda,Alicante,Spain,<25,Masculino,239,2019-01-01
Elda,Alicante,Spain,25-44,Masculino,757,2019-01-01
Elda,Alicante,Spain,>=45,Masculino,1109,2019-01-01
Elda,Alicante,Spain,<25,Femenino,193,2019-01-01
Elda,Alicante,Spain,25-44,Femenino,1161,2019-01-01
Elda,Alicante,Spain,>=45,Femenino,2105,2019-01-01
Petrer,Alicante,Spain,<25,Masculino,143,2019-01-01
Petrer,Alicante,Spain,25-44,Masculino,453,2019-01-01
Petrer,Alicante,Spain,>=45,Masculino,760,2019-01-01
Petrer,Alicante,Spain,<25,Femenino,88,2019-01-01
Petrer,Alicante,Spain,25-44,Femenino,817,2019-01-01
Petrer,Alicante,Spain,>=45,Femenino,1669,2019-01-01
Santa Pola,Alicante,Spain,<25,Masculino,83,2019-01-01
Santa Pola,Alicante,Spain,25-44,Masculino,428,2019-01-01
Santa Pola,Alicante,Spain,>=45,Masculino,530,2019-01-01
Santa Pola,Alicante,Spain,<25,Femenino,95,2019-01-01
Santa Pola,Alicante,Spain,25-44,Femenino,688,2019-01-01
Santa Pola,Alicante,Spain,>=45,Femenino,773,2019-01-01
Altea,Alicante,Spain,<25,Masculino,45,2020-01-01
Altea,Alicante,Spain,25-44,Masculino,222,2020-01-01
Altea,Alicante,Spain,>=45,Masculino,374,2020-01-01
Altea,Alicante,Spain,<25,Femenino,53,2020-01-01
Altea,Alicante,Spain,25-44,Femenino,361,2020-01-01
Altea,Alicante,Spain,>=45,Femenino,445,2020-01-01
Benidorm,Alicante,Spain,<25,Masculino,262,2020-01-01
Benidorm,Alicante,Spain,25-44,Masculino,1091,2020-01-01
Benidorm,Alicante,Spain,>=45,Masculino,1238,2020-01-01
Benidorm,Alicante,Spain,<25,Femenino,190,2020-01-01
Benidorm,Alicante,Spain,25-44,Femenino,1396,2020-01-01
Benidorm,Alicante,Spain,>=45,Femenino,1794,2020-01-01
Elda,Alicante,Spain,<25,Masculino,227,2020-01-01
Elda,Alicante,Spain,25-44,Masculino,777,2020-01-01
Elda,Alicante,Spain,>=45,Masculino,1051,2020-01-01
Elda,Alicante,Spain,<25,Femenino,206,2020-01-01
Elda,Alicante,Spain,25-44,Femenino,1096,2020-01-01
Elda,Alicante,Spain,>=45,Femenino,2024,2020-01-01
Petrer,Alicante,Spain,<25,Masculino,129,2020-01-01
Petrer,Alicante,Spain,25-44,Masculino,409,2020-01-01
Petrer,Alicante,Spain,>=45,Masculino,768,2020-01-01
Petrer,Alicante,Spain,<25,Femenino,94,2020-01-01
Petrer,Alicante,Spain,25-44,Femenino,694,2020-01-01
Petrer,Alicante,Spain,>=45,Femenino,1573,2020-01-01
Santa Pola,Alicante,Spain,<25,Masculino,77,2020-01-01
Santa Pola,Alicante,Spain,25-44,Masculino,448,2020-01-01
Santa Pola,Alicante,Spain,>=45,Masculino,578,2020-01-01
Santa Pola,Alicante,Spain,<25,Femenino,94,2020-01-01
Santa Pola,Alicante,Spain,25-44,Femenino,685,2020-01-01
Santa Pola,Alicante,Spain,>=45,Femenino,829,2020-01-01
Altea,Alicante,Spain,<25,Masculino,134,2021-01-01
Altea,Alicante,Spain,25-44,Masculino,364,2021-01-01
Altea,Alicante,Spain,>=45,Masculino,475,2021-01-01
Altea,Alicante,Spain,<25,Femenino,99,2021-01-01
Altea,Alicante,Spain,25-44,Femenino,495,2021-01-01
Altea,Alicante,Spain,>=45,Femenino,556,2021-01-01
Benidorm,Alicante,Spain,<25,Masculino,446,2021-01-01
Benidorm,Alicante,Spain,25-44,Masculino,1812,2021-01-01
Benidorm,Alicante,Spain,>=45,Masculino,1789,2021-01-01
Benidorm,Alicante,Spain,<25,Femenino,376,2021-01-01
Benidorm,Alicante,Spain,25-44,Femenino,2162,2021-01-01
Benidorm,Alicante,Spain,>=45,Femenino,2412,2021-01-01
Elda,Alicante,Spain,<25,Masculino,351,2021-01-01
Elda,Alicante,Spain,25-44,Masculino,1024,2021-01-01
Elda,Alicante,Spain,>=45,Masculino,1206,2021-01-01
Elda,Alicante,Spain,<25,Femenino,302,2021-01-01
Elda,Alicante,Spain,25-44,Femenino,1397,2021-01-01
Elda,Alicante,Spain,>=45,Femenino,2123,2021-01-01
Petrer,Alicante,Spain,<25,Masculino,182,2021-01-01
Petrer,Alicante,Spain,25-44,Masculino,541,2021-01-01
Petrer,Alicante,Spain,>=45,Masculino,813,2021-01-01
Petrer,Alicante,Spain,<25,Femenino,150,2021-01-01
Petrer,Alicante,Spain,25-44,Femenino,797,2021-01-01
Petrer,Alicante,Spain,>=45,Femenino,1616,2021-01-01
Santa Pola,Alicante,Spain,<25,Masculino,111,2021-01-01
Santa Pola,Alicante,Spain,25-44,Masculino,620,2021-01-01
Santa Pola,Alicante,Spain,>=45,Masculino,696,2021-01-01
Santa Pola,Alicante,Spain,<25,Femenino,131,2021-01-01
Santa Pola,Alicante,Spain,25-44,Femenino,867,2021-01-01
Santa Pola,Alicante,Spain,>=45,Femenino,996,2021-01-01
Altea,Alicante,Spain,<25,Masculino,51,2020-02-01
Altea,Alicante,Spain,25-44,Masculino,210,2020-02-01
Altea,Alicante,Spain,>=45,Masculino,360,2020-02-01
Altea,Alicante,Spain,<25,Femenino,54,2020-02-01
Altea,Alicante,Spain,25-44,Femenino,336,2020-02-01
Altea,Alicante,Spain,>=45,Femenino,442,2020-02-01
Benidorm,Alicante,Spain,<25,Masculino,254,2020-02-01
Benidorm,Alicante,Spain,25-44,Masculino,965,2020-02-01
Benidorm,Alicante,Spain,>=45,Masculino,1165,2020-02-01
Benidorm,Alicante,Spain,<25,Femenino,200,2020-02-01
Benidorm,Alicante,Spain,25-44,Femenino,1291,2020-02-01
Benidorm,Alicante,Spain,>=45,Femenino,1749,2020-02-01
Elda,Alicante,Spain,<25,Masculino,245,2020-02-01
Elda,Alicante,Spain,25-44,Masculino,799,2020-02-01
Elda,Alicante,Spain,>=45,Masculino,1045,2020-02-01
Elda,Alicante,Spain,<25,Femenino,211,2020-02-01
Elda,Alicante,Spain,25-44,Femenino,1111,2020-02-01
Elda,Alicante,Spain,>=45,Femenino,2020,2020-02-01
Petrer,Alicante,Spain,<25,Masculino,139,2020-02-01
Petrer,Alicante,Spain,25-44,Masculino,392,2020-02-01
Petrer,Alicante,Spain,>=45,Masculino,745,2020-02-01
Petrer,Alicante,Spain,<25,Femenino,95,2020-02-01
Petrer,Alicante,Spain,25-44,Femenino,711,2020-02-01
Petrer,Alicante,Spain,>=45,Femenino,1583,2020-02-01
Santa Pola,Alicante,Spain,<25,Masculino,87,2020-02-01
Santa Pola,Alicante,Spain,25-44,Masculino,422,2020-02-01
Santa Pola,Alicante,Spain,>=45,Masculino,583,2020-02-01
Santa Pola,Alicante,Spain,<25,Femenino,99,2020-02-01
Santa Pola,Alicante,Spain,25-44,Femenino,691,2020-02-01
Santa Pola,Alicante,Spain,>=45,Femenino,850,2020-02-01
Altea,Alicante,Spain,<25,Masculino,139,2021-02-01
Altea,Alicante,Spain,25-44,Masculino,376,2021-02-01
Altea,Alicante,Spain,>=45,Masculino,469,2021-02-01
Altea,Alicante,Spain,<25,Femenino,105,2021-02-01
Altea,Alicante,Spain,25-44,Femenino,507,2021-02-01
Altea,Alicante,Spain,>=45,Femenino,562,2021-02-01
Benidorm,Alicante,Spain,<25,Masculino,469,2021-02-01
Benidorm,Alicante,Spain,25-44,Masculino,1860,2021-02-01
Benidorm,Alicante,Spain,>=45,Masculino,1811,2021-02-01
Benidorm,Alicante,Spain,<25,Femenino,396,2021-02-01
Benidorm,Alicante,Spain,25-44,Femenino,2267,2021-02-01
Benidorm,Alicante,Spain,>=45,Femenino,2461,2021-02-01
Elda,Alicante,Spain,<25,Masculino,350,2021-02-01
Elda,Alicante,Spain,25-44,Masculino,1029,2021-02-01
Elda,Alicante,Spain,>=45,Masculino,1234,2021-02-01
Elda,Alicante,Spain,<25,Femenino,305,2021-02-01
Elda,Alicante,Spain,25-44,Femenino,1419,2021-02-01
Elda,Alicante,Spain,>=45,Femenino,2134,2021-02-01
Petrer,Alicante,Spain,<25,Masculino,193,2021-02-01
Petrer,Alicante,Spain,25-44,Masculino,535,2021-02-01
Petrer,Alicante,Spain,>=45,Masculino,821,2021-02-01
Petrer,Alicante,Spain,<25,Femenino,152,2021-02-01
Petrer,Alicante,Spain,25-44,Femenino,800,2021-02-01
Petrer,Alicante,Spain,>=45,Femenino,1622,2021-02-01
Santa Pola,Alicante,Spain,<25,Masculino,119,2021-02-01
Santa Pola,Alicante,Spain,25-44,Masculino,636,2021-02-01
Santa Pola,Alicante,Spain,>=45,Masculino,710,2021-02-01
Santa Pola,Alicante,Spain,<25,Femenino,137,2021-02-01
Santa Pola,Alicante,Spain,25-44,Femenino,888,2021-02-01
Santa Pola,Alicante,Spain,>=45,Femenino,1010,2021-02-01
Altea,Alicante,Spain,<25,Masculino,60,2020-03-01
Altea,Alicante,Spain,25-44,Masculino,287,2020-03-01
Altea,Alicante,Spain,>=45,Masculino,385,2020-03-01
Altea,Alicante,Spain,<25,Femenino,57,2020-03-01
Altea,Alicante,Spain,25-44,Femenino,382,2020-03-01
Altea,Alicante,Spain,>=45,Femenino,471,2020-03-01
Benidorm,Alicante,Spain,<25,Masculino,294,2020-03-01
Benidorm,Alicante,Spain,25-44,Masculino,1296,2020-03-01
Benidorm,Alicante,Spain,>=45,Masculino,1352,2020-03-01
Benidorm,Alicante,Spain,<25,Femenino,260,2020-03-01
Benidorm,Alicante,Spain,25-44,Femenino,1666,2020-03-01
Benidorm,Alicante,Spain,>=45,Femenino,1963,2020-03-01
Elda,Alicante,Spain,<25,Masculino,264,2020-03-01
Elda,Alicante,Spain,25-44,Masculino,947,2020-03-01
Elda,Alicante,Spain,>=45,Masculino,1184,2020-03-01
Elda,Alicante,Spain,<25,Femenino,235,2020-03-01
Elda,Alicante,Spain,25-44,Femenino,1280,2020-03-01
Elda,Alicante,Spain,>=45,Femenino,2110,2020-03-01
Petrer,Alicante,Spain,<25,Masculino,162,2020-03-01
Petrer,Alicante,Spain,25-44,Masculino,545,2020-03-01
Petrer,Alicante,Spain,>=45,Masculino,851,2020-03-01
Petrer,Alicante,Spain,<25,Femenino,109,2020-03-01
Petrer,Alicante,Spain,25-44,Femenino,803,2020-03-01
Petrer,Alicante,Spain,>=45,Femenino,1670,2020-03-01
Santa Pola,Alicante,Spain,<25,Masculino,85,2020-03-01
Santa Pola,Alicante,Spain,25-44,Masculino,512,2020-03-01
Santa Pola,Alicante,Spain,>=45,Masculino,638,2020-03-01
Santa Pola,Alicante,Spain,<25,Femenino,102,2020-03-01
Santa Pola,Alicante,Spain,25-44,Femenino,754,2020-03-01
Santa Pola,Alicante,Spain,>=45,Femenino,873,2020-03-01
Altea,Alicante,Spain,<25,Masculino,132,2021-03-01
Altea,Alicante,Spain,25-44,Masculino,349,2021-03-01
Altea,Alicante,Spain,>=45,Masculino,450,2021-03-01
Altea,Alicante,Spain,<25,Femenino,95,2021-03-01
Altea,Alicante,Spain,25-44,Femenino,473,2021-03-01
Altea,Alicante,Spain,>=45,Femenino,556,2021-03-01
Benidorm,Alicante,Spain,<25,Masculino,479,2021-03-01
Benidorm,Alicante,Spain,25-44,Masculino,1772,2021-03-01
Benidorm,Alicante,Spain,>=45,Masculino,1770,2021-03-01
Benidorm,Alicante,Spain,<25,Femenino,393,2021-03-01
Benidorm,Alicante,Spain,25-44,Femenino,2201,2021-03-01
Benidorm,Alicante,Spain,>=45,Femenino,2424,2021-03-01
Elda,Alicante,Spain,<25,Masculino,349,2021-03-01
Elda,Alicante,Spain,25-44,Masculino,1022,2021-03-01
Elda,Alicante,Spain,>=45,Masculino,1228,2021-03-01
Elda,Alicante,Spain,<25,Femenino,287,2021-03-01
Elda,Alicante,Spain,25-44,Femenino,1417,2021-03-01
Elda,Alicante,Spain,>=45,Femenino,2135,2021-03-01
Petrer,Alicante,Spain,<25,Masculino,184,2021-03-01
Petrer,Alicante,Spain,25-44,Masculino,518,2021-03-01
Petrer,Alicante,Spain,>=45,Masculino,807,2021-03-01
Petrer,Alicante,Spain,<25,Femenino,146,2021-03-01
Petrer,Alicante,Spain,25-44,Femenino,804,2021-03-01
Petrer,Alicante,Spain,>=45,Femenino,1626,2021-03-01
Santa Pola,Alicante,Spain,<25,Masculino,108,2021-03-01
Santa Pola,Alicante,Spain,25-44,Masculino,581,2021-03-01
Santa Pola,Alicante,Spain,>=45,Masculino,668,2021-03-01
Santa Pola,Alicante,Spain,<25,Femenino,127,2021-03-01
Santa Pola,Alicante,Spain,25-44,Femenino,847,2021-03-01
Santa Pola,Alicante,Spain,>=45,Femenino,1006,2021-03-01
Altea,Alicante,Spain,<25,Masculino,69,2020-04-01
Altea,Alicante,Spain,25-44,Masculino,329,2020-04-01
Altea,Alicante,Spain,>=45,Masculino,416,2020-04-01
Altea,Alicante,Spain,<25,Femenino,72,2020-04-01
Altea,Alicante,Spain,25-44,Femenino,414,2020-04-01
Altea,Alicante,Spain,>=45,Femenino,500,2020-04-01
Benidorm,Alicante,Spain,<25,Masculino,363,2020-04-01
Benidorm,Alicante,Spain,25-44,Masculino,1577,2020-04-01
Benidorm,Alicante,Spain,>=45,Masculino,1516,2020-04-01
Benidorm,Alicante,Spain,<25,Femenino,326,2020-04-01
Benidorm,Alicante,Spain,25-44,Femenino,1882,2020-04-01
Benidorm,Alicante,Spain,>=45,Femenino,2104,2020-04-01
Elda,Alicante,Spain,<25,Masculino,288,2020-04-01
Elda,Alicante,Spain,25-44,Masculino,1062,2020-04-01
Elda,Alicante,Spain,>=45,Masculino,1241,2020-04-01
Elda,Alicante,Spain,<25,Femenino,252,2020-04-01
Elda,Alicante,Spain,25-44,Femenino,1375,2020-04-01
Elda,Alicante,Spain,>=45,Femenino,2150,2020-04-01
Petrer,Alicante,Spain,<25,Masculino,187,2020-04-01
Petrer,Alicante,Spain,25-44,Masculino,616,2020-04-01
Petrer,Alicante,Spain,>=45,Masculino,885,2020-04-01
Petrer,Alicante,Spain,<25,Femenino,122,2020-04-01
Petrer,Alicante,Spain,25-44,Femenino,835,2020-04-01
Petrer,Alicante,Spain,>=45,Femenino,1706,2020-04-01
Santa Pola,Alicante,Spain,<25,Masculino,99,2020-04-01
Santa Pola,Alicante,Spain,25-44,Masculino,591,2020-04-01
Santa Pola,Alicante,Spain,>=45,Masculino,685,2020-04-01
Santa Pola,Alicante,Spain,<25,Femenino,120,2020-04-01
Santa Pola,Alicante,Spain,25-44,Femenino,828,2020-04-01
Santa Pola,Alicante,Spain,>=45,Femenino,911,2020-04-01
Altea,Alicante,Spain,<25,Masculino,125,2021-04-01
Altea,Alicante,Spain,25-44,Masculino,321,2021-04-01
Altea,Alicante,Spain,>=45,Masculino,444,2021-04-01
Altea,Alicante,Spain,<25,Femenino,95,2021-04-01
Altea,Alicante,Spain,25-44,Femenino,476,2021-04-01
Altea,Alicante,Spain,>=45,Femenino,541,2021-04-01
Benidorm,Alicante,Spain,<25,Masculino,474,2021-04-01
Benidorm,Alicante,Spain,25-44,Masculino,1680,2021-04-01
Benidorm,Alicante,Spain,>=45,Masculino,1753,2021-04-01
Benidorm,Alicante,Spain,<25,Femenino,381,2021-04-01
Benidorm,Alicante,Spain,25-44,Femenino,2149,2021-04-01
Benidorm,Alicante,Spain,>=45,Femenino,2395,2021-04-01
Elda,Alicante,Spain,<25,Masculino,337,2021-04-01
Elda,Alicante,Spain,25-44,Masculino,1003,2021-04-01
Elda,Alicante,Spain,>=45,Masculino,1227,2021-04-01
Elda,Alicante,Spain,<25,Femenino,294,2021-04-01
Elda,Alicante,Spain,25-44,Femenino,1400,2021-04-01
Elda,Alicante,Spain,>=45,Femenino,2138,2021-04-01
Petrer,Alicante,Spain,<25,Masculino,180,2021-04-01
Petrer,Alicante,Spain,25-44,Masculino,513,2021-04-01
Petrer,Alicante,Spain,>=45,Masculino,814,2021-04-01
Petrer,Alicante,Spain,<25,Femenino,148,2021-04-01
Petrer,Alicante,Spain,25-44,Femenino,809,2021-04-01
Petrer,Alicante,Spain,>=45,Femenino,1639,2021-04-01
Santa Pola,Alicante,Spain,<25,Masculino,108,2021-04-01
Santa Pola,Alicante,Spain,25-44,Masculino,587,2021-04-01
Santa Pola,Alicante,Spain,>=45,Masculino,696,2021-04-01
Santa Pola,Alicante,Spain,<25,Femenino,126,2021-04-01
Santa Pola,Alicante,Spain,25-44,Femenino,840,2021-04-01
Santa Pola,Alicante,Spain,>=45,Femenino,1019,2021-04-01
Altea,Alicante,Spain,<25,Masculino,75,2020-05-01
Altea,Alicante,Spain,25-44,Masculino,323,2020-05-01
Altea,Alicante,Spain,>=45,Masculino,414,2020-05-01
Altea,Alicante,Spain,<25,Femenino,72,2020-05-01
Altea,Alicante,Spain,25-44,Femenino,433,2020-05-01
Altea,Alicante,Spain,>=45,Femenino,504,2020-05-01
Benidorm,Alicante,Spain,<25,Masculino,388,2020-05-01
Benidorm,Alicante,Spain,25-44,Masculino,1627,2020-05-01
Benidorm,Alicante,Spain,>=45,Masculino,1536,2020-05-01
Benidorm,Alicante,Spain,<25,Femenino,341,2020-05-01
Benidorm,Alicante,Spain,25-44,Femenino,1949,2020-05-01
Benidorm,Alicante,Spain,>=45,Femenino,2164,2020-05-01
Elda,Alicante,Spain,<25,Masculino,297,2020-05-01
Elda,Alicante,Spain,25-44,Masculino,1017,2020-05-01
Elda,Alicante,Spain,>=45,Masculino,1196,2020-05-01
Elda,Alicante,Spain,<25,Femenino,259,2020-05-01
Elda,Alicante,Spain,25-44,Femenino,1372,2020-05-01
Elda,Alicante,Spain,>=45,Femenino,2118,2020-05-01
Petrer,Alicante,Spain,<25,Masculino,189,2020-05-01
Petrer,Alicante,Spain,25-44,Masculino,587,2020-05-01
Petrer,Alicante,Spain,>=45,Masculino,835,2020-05-01
Petrer,Alicante,Spain,<25,Femenino,134,2020-05-01
Petrer,Alicante,Spain,25-44,Femenino,827,2020-05-01
Petrer,Alicante,Spain,>=45,Femenino,1682,2020-05-01
Santa Pola,Alicante,Spain,<25,Masculino,108,2020-05-01
Santa Pola,Alicante,Spain,25-44,Masculino,558,2020-05-01
Santa Pola,Alicante,Spain,>=45,Masculino,673,2020-05-01
Santa Pola,Alicante,Spain,<25,Femenino,117,2020-05-01
Santa Pola,Alicante,Spain,25-44,Femenino,810,2020-05-01
Santa Pola,Alicante,Spain,>=45,Femenino,918,2020-05-01
Altea,Alicante,Spain,<25,Masculino,124,2021-05-01
Altea,Alicante,Spain,25-44,Masculino,303,2021-05-01
Altea,Alicante,Spain,>=45,Masculino,442,2021-05-01
Altea,Alicante,Spain,<25,Femenino,85,2021-05-01
Altea,Alicante,Spain,25-44,Femenino,451,2021-05-01
Altea,Alicante,Spain,>=45,Femenino,549,2021-05-01
Benidorm,Alicante,Spain,<25,Masculino,403,2021-05-01
Benidorm,Alicante,Spain,25-44,Masculino,1516,2021-05-01
Benidorm,Alicante,Spain,>=45,Masculino,1684,2021-05-01
Benidorm,Alicante,Spain,<25,Femenino,334,2021-05-01
Benidorm,Alicante,Spain,25-44,Femenino,1974,2021-05-01
Benidorm,Alicante,Spain,>=45,Femenino,2370,2021-05-01
Elda,Alicante,Spain,<25,Masculino,314,2021-05-01
Elda,Alicante,Spain,25-44,Masculino,964,2021-05-01
Elda,Alicante,Spain,>=45,Masculino,1201,2021-05-01
Elda,Alicante,Spain,<25,Femenino,281,2021-05-01
Elda,Alicante,Spain,25-44,Femenino,1359,2021-05-01
Elda,Alicante,Spain,>=45,Femenino,2116,2021-05-01
Petrer,Alicante,Spain,<25,Masculino,173,2021-05-01
Petrer,Alicante,Spain,25-44,Masculino,493,2021-05-01
Petrer,Alicante,Spain,>=45,Masculino,798,2021-05-01
Petrer,Alicante,Spain,<25,Femenino,136,2021-05-01
Petrer,Alicante,Spain,25-44,Femenino,784,2021-05-01
Petrer,Alicante,Spain,>=45,Femenino,1630,2021-05-01
Santa Pola,Alicante,Spain,<25,Masculino,93,2021-05-01
Santa Pola,Alicante,Spain,25-44,Masculino,533,2021-05-01
Santa Pola,Alicante,Spain,>=45,Masculino,680,2021-05-01
Santa Pola,Alicante,Spain,<25,Femenino,103,2021-05-01
Santa Pola,Alicante,Spain,25-44,Femenino,807,2021-05-01
Santa Pola,Alicante,Spain,>=45,Femenino,1020,2021-05-01
Altea,Alicante,Spain,<25,Masculino,108,2020-06-01
Altea,Alicante,Spain,25-44,Masculino,309,2020-06-01
Altea,Alicante,Spain,>=45,Masculino,413,2020-06-01
Altea,Alicante,Spain,<25,Femenino,112,2020-06-01
Altea,Alicante,Spain,25-44,Femenino,432,2020-06-01
Altea,Alicante,Spain,>=45,Femenino,511,2020-06-01
Benidorm,Alicante,Spain,<25,Masculino,458,2020-06-01
Benidorm,Alicante,Spain,25-44,Masculino,1583,2020-06-01
Benidorm,Alicante,Spain,>=45,Masculino,1537,2020-06-01
Benidorm,Alicante,Spain,<25,Femenino,394,2020-06-01
Benidorm,Alicante,Spain,25-44,Femenino,1918,2020-06-01
Benidorm,Alicante,Spain,>=45,Femenino,2123,2020-06-01
Elda,Alicante,Spain,<25,Masculino,370,2020-06-01
Elda,Alicante,Spain,25-44,Masculino,1000,2020-06-01
Elda,Alicante,Spain,>=45,Masculino,1197,2020-06-01
Elda,Alicante,Spain,<25,Femenino,325,2020-06-01
Elda,Alicante,Spain,25-44,Femenino,1435,2020-06-01
Elda,Alicante,Spain,>=45,Femenino,2151,2020-06-01
Petrer,Alicante,Spain,<25,Masculino,235,2020-06-01
Petrer,Alicante,Spain,25-44,Masculino,583,2020-06-01
Petrer,Alicante,Spain,>=45,Masculino,809,2020-06-01
Petrer,Alicante,Spain,<25,Femenino,172,2020-06-01
Petrer,Alicante,Spain,25-44,Femenino,840,2020-06-01
Petrer,Alicante,Spain,>=45,Femenino,1695,2020-06-01
Santa Pola,Alicante,Spain,<25,Masculino,145,2020-06-01
Santa Pola,Alicante,Spain,25-44,Masculino,539,2020-06-01
Santa Pola,Alicante,Spain,>=45,Masculino,677,2020-06-01
Santa Pola,Alicante,Spain,<25,Femenino,144,2020-06-01
Santa Pola,Alicante,Spain,25-44,Femenino,775,2020-06-01
Santa Pola,Alicante,Spain,>=45,Femenino,924,2020-06-01
Altea,Alicante,Spain,<25,Masculino,108,2021-06-01
Altea,Alicante,Spain,25-44,Masculino,262,2021-06-01
Altea,Alicante,Spain,>=45,Masculino,430,2021-06-01
Altea,Alicante,Spain,<25,Femenino,62,2021-06-01
Altea,Alicante,Spain,25-44,Femenino,388,2021-06-01
Altea,Alicante,Spain,>=45,Femenino,527,2021-06-01
Benidorm,Alicante,Spain,<25,Masculino,326,2021-06-01
